Order_ID,Order_Date,Category,Sub_Category,Region,Sales,Quantity,Discount,Profit
ORD-10283,2024-09-15 01:42:20.540540,Furniture,Chairs,East,336.33,1,0.1,62.53
ORD-10284,2024-09-15 23:35:29.729729,Technology,Phones,South,1148.51,5,0.3,122.47
ORD-10285,2024-09-16 21:28:38.918918,Office Supplies,Binders,North,2093.43,9,0.1,275.09
ORD-10286,2024-09-17 19:21:48.108108,Office Supplies,Paper,South,348.76,3,0.5,82.52
ORD-10287,2024-09-18 17:14:57.297297,Technology,Accessories,East,522.43,8,0.2,116.66
ORD-10288,2024-09-19 15:08:06.486486,Furniture,Tables,West,1915.21,7,0.3,138.98
ORD-10289,2024-09-20 13:01:15.675675,Technology,Accessories,North,1569.11,8,0.0,368.97
ORD-10290,2024-09-21 10:54:24.864864,Technology,Phones,West,477.97,2,0.3,51.41
ORD-10291,2024-09-22 08:47:34.054054,Technology,Laptops,West,485.05,2,0.3,65.45
ORD-10292,2024-09-23 06:40:43.243243,Office Supplies,Binders,South,894.94,2,0.1,140.19
ORD-10293,2024-09-24 04:33:52.432432,Office Supplies,Binders,East,136.83,4,0.3,4.49
ORD-10294,2024-09-25 02:27:01.621621,Technology,Phones,North,824.82,9,0.1,63.16
ORD-10295,2024-09-26 00:20:10.810810,Technology,Accessories,West,115.09,1,0.3,16.15
ORD-10296,2024-09-26 22:13:20.000000,Furniture,Chairs,East,139.74,3,0.5,27.89
ORD-10297,2024-09-27 20:06:29.189189,Technology,Phones,South,290.73,5,0.1,81.26
ORD-10298,2024-09-28 17:59:38.378378,Technology,Phones,West,289.4,6,0.5,7.61
ORD-10299,2024-09-29 15:52:47.567567,Technology,Accessories,South,365.11,2,0.1,118.88
ORD-10300,2024-09-30 13:45:56.756756,Technology,Phones,East,568.49,3,0.1,128.85
ORD-10301,2024-10-01 11:39:05.945945,Office Supplies,Binders,East,1085.88,6,0.3,325.66
ORD-10302,2024-10-02 09:32:15.135135,Furniture,Bookcases,North,1979.4,6,0.2,495.39
ORD-10303,2024-10-03 07:25:24.324324,Furniture,Tables,South,368.82,6,0.3,103.03
ORD-10304,2024-10-04 05:18:33.513513,Office Supplies,Paper,East,150.11,2,0.2,19.09
ORD-10305,2024-10-05 03:11:42.702702,Furniture,Tables,North,167.22,2,0.0,54.65
ORD-10306,2024-10-06 01:04:51.891891,Furniture,Chairs,South,1755.93,6,0.3,346.54
ORD-10307,2024-10-06 22:58:01.081081,Technology,Laptops,North,196.11,5,0.5,1.32
ORD-10308,2024-10-07 20:51:10.270270,Technology,Accessories,West,646.7,4,0.3,191.52
ORD-10309,2024-10-08 18:44:19.459459,Technology,Accessories,South,531.35,2,0.2,84.17
ORD-10310,2024-10-09 16:37:28.648648,Technology,Accessories,South,345.01,9,0.2,91.32
ORD-10311,2024-10-10 14:30:37.837837,Office Supplies,Art,North,754.92,7,0.2,50.65
ORD-10312,2024-10-11 12:23:47.027027,Furniture,Tables,East,1725.96,7,0.3,400.32
ORD-10313,2024-10-12 10:16:56.216216,Office Supplies,Paper,North,440.95,7,0.5,94.58
ORD-10314,2024-10-13 08:10:05.405405,Furniture,Bookcases,South,1113.93,5,0.5,164.07
ORD-10315,2024-10-14 06:03:14.594594,Office Supplies,Binders,South,1302.47,7,0.5,59.43
ORD-10316,2024-10-15 03:56:23.783783,Furniture,Tables,East,73.03,5,0.5,10.31
ORD-10317,2024-10-16 01:49:32.972972,Furniture,Bookcases,North,157.75,1,0.1,17.3
ORD-10318,2024-10-16 23:42:42.162162,Technology,Phones,South,1682.09,5,0.3,265.53
ORD-10319,2024-10-17 21:35:51.351351,Technology,Accessories,East,1063.23,5,0.5,198.9
ORD-10320,2024-10-18 19:29:00.540540,Furniture,Tables,West,420.9,3,0.3,123.58
ORD-10321,2024-10-19 17:22:09.729729,Furniture,Chairs,South,478.56,1,0.0,118.5
ORD-10322,2024-10-20 15:15:18.918918,Technology,Phones,South,381.26,1,0.1,46.01
ORD-10323,2024-10-21 13:08:28.108108,Technology,Accessories,East,410.89,2,0.0,96.22
ORD-10324,2024-10-22 11:01:37.297297,Office Supplies,Paper,East,1869.84,5,0.0,342.15
ORD-10325,2024-10-23 08:54:46.486486,Technology,Phones,East,43.68,1,0.2,-1.66
ORD-10326,2024-10-24 06:47:55.675675,Technology,Phones,West,601.14,4,0.2,145.33
ORD-10327,2024-10-25 04:41:04.864864,Office Supplies,Art,South,1277.17,5,0.1,69.88
ORD-10328,2024-10-26 02:34:14.054054,Technology,Accessories,West,2302.84,8,0.1,574.18
ORD-10329,2024-10-27 00:27:23.243243,Office Supplies,Paper,West,1567.3,4,0.0,529.67
ORD-10330,2024-10-27 22:20:32.432432,Office Supplies,Binders,East,244.53,2,0.3,27.71
ORD-10331,2024-10-28 20:13:41.621621,Furniture,Tables,North,1616.1,5,0.3,150.75
ORD-10332,2024-10-29 18:06:50.810810,Furniture,Bookcases,North,2458.36,8,0.0,397.39
ORD-10333,2024-10-30 16:00:00.000000,Office Supplies,Binders,West,620.98,9,0.3,69.89
ORD-10334,2024-10-31 13:53:09.189189,Technology,Accessories,South,263.99,1,0.2,62.38
ORD-10335,2024-11-01 11:46:18.378378,Furniture,Bookcases,East,129.64,1,0.1,29.22
ORD-10336,2024-11-02 09:39:27.567567,Furniture,Chairs,South,2123.14,8,0.3,134.46
ORD-10337,2024-11-03 07:32:36.756756,Furniture,Tables,East,2114.76,9,0.5,557.57
ORD-10338,2024-11-04 05:25:45.945945,Furniture,Chairs,North,1320.12,4,0.2,121.68
ORD-10339,2024-11-05 03:18:55.135135,Technology,Laptops,East,1213.47,5,0.2,164.99
ORD-10340,2024-11-06 01:12:04.324324,Office Supplies,Art,North,2079.3,7,0.0,578.75
ORD-10341,2024-11-06 23:05:13.513513,Office Supplies,Binders,South,553.62,8,0.5,164.08
ORD-10342,2024-11-07 20:58:22.702702,Office Supplies,Binders,South,2062.37,9,0.2,215.45
ORD-10343,2024-11-08 18:51:31.891891,Technology,Phones,North,977.75,4,0.1,270.11
ORD-10344,2024-11-09 16:44:41.081081,Furniture,Chairs,South,4318.88,9,0.0,1094.9
ORD-10345,2024-11-10 14:37:50.270270,Office Supplies,Art,East,1322.38,6,0.5,105.59
ORD-10346,2024-11-11 12:30:59.459459,Office Supplies,Paper,West,1262.69,4,0.2,111.34
ORD-10347,2024-11-12 10:24:08.648648,Furniture,Chairs,South,760.46,8,0.1,177.37
ORD-10348,2024-11-13 08:17:17.837837,Technology,Phones,West,211.64,1,0.3,36.97
ORD-10349,2024-11-14 06:10:27.027027,Office Supplies,Paper,West,2251.7,7,0.1,515.46
ORD-10350,2024-11-15 04:03:36.216216,Office Supplies,Art,West,621.99,3,0.2,38.02
ORD-10351,2024-11-16 01:56:45.405405,Technology,Laptops,South,507.04,6,0.3,98.03
ORD-10352,2024-11-16 23:49:54.594594,Technology,Laptops,East,205.5,1,0.1,31.17
ORD-10353,2024-11-17 21:43:03.783783,Technology,Accessories,West,2105.52,9,0.5,204.86
ORD-10354,2024-11-18 19:36:12.972972,Furniture,Bookcases,East,2082.11,6,0.3,337.86
ORD-10355,2024-11-19 17:29:22.162162,Technology,Laptops,West,271.37,5,0.5,83.32
ORD-10356,2024-11-20 15:22:31.351351,Office Supplies,Paper,East,150.59,1,0.5,29.05
ORD-10357,2024-11-21 13:15:40.540540,Office Supplies,Paper,East,187.78,5,0.2,29.59
ORD-10358,2024-11-22 11:08:49.729729,Office Supplies,Paper,North,627.09,5,0.5,107.55
ORD-10359,2024-11-23 09:01:58.918918,Technology,Laptops,South,158.13,4,0.1,49.05
ORD-10360,2024-11-24 06:55:08.108108,Technology,Laptops,North,538.05,6,0.3,42.75
ORD-10361,2024-11-25 04:48:17.297297,Office Supplies,Paper,West,185.85,5,0.3,5.78
ORD-10362,2024-11-26 02:41:26.486486,Furniture,Bookcases,East,2866.51,7,0.1,375.19
ORD-10363,2024-11-27 00:34:35.675675,Furniture,Bookcases,South,2474.77,9,0.3,233.84
ORD-10364,2024-11-27 22:27:44.864864,Office Supplies,Binders,South,1506.94,9,0.1,259.2
ORD-10365,2024-11-28 20:20:54.054054,Office Supplies,Binders,East,594.52,2,0.2,197.55
ORD-10366,2024-11-29 18:14:03.243243,Office Supplies,Art,North,1159.01,8,0.0,229.88
ORD-10367,2024-11-30 16:07:12.432432,Technology,Laptops,North,552.11,3,0.5,111.24
ORD-10368,2024-12-01 14:00:21.621621,Office Supplies,Art,North,1560.47,5,0.0,163.7
ORD-10369,2024-12-02 11:53:30.810810,Technology,Laptops,North,882.54,4,0.0,269.34
ORD-10370,2024-12-03 09:46:40.000000,Office Supplies,Paper,North,540.64,8,0.1,90.55
ORD-10371,2024-12-04 07:39:49.189189,Office Supplies,Paper,East,1530.59,6,0.1,112.06
ORD-10372,2024-12-05 05:32:58.378378,Furniture,Tables,North,438.3,5,0.0,109.88
ORD-10373,2024-12-06 03:26:07.567567,Furniture,Bookcases,North,1380.86,7,0.3,210.51
ORD-10374,2024-12-07 01:19:16.756756,Office Supplies,Art,East,58.33,1,0.5,-4.2
ORD-10375,2024-12-07 23:12:25.945945,Office Supplies,Binders,West,85.84,6,0.5,11.28
ORD-10376,2024-12-08 21:05:35.135135,Furniture,Bookcases,North,1819.99,9,0.3,506.52
ORD-10377,2024-12-09 18:58:44.324324,Office Supplies,Binders,North,1359.05,8,0.3,281.59
ORD-10378,2024-12-10 16:51:53.513513,Office Supplies,Binders,East,757.81,4,0.2,120.38
ORD-10379,2024-12-11 14:45:02.702702,Office Supplies,Paper,East,613.91,8,0.3,170.72
ORD-10380,2024-12-12 12:38:11.891891,Technology,Phones,West,2069.45,7,0.1,199.54
ORD-10381,2024-12-13 10:31:21.081081,Furniture,Tables,East,466.29,3,0.2,58.05
ORD-10382,2024-12-14 08:24:30.270270,Furniture,Chairs,West,18.01,1,0.5,-5.14
ORD-10383,2024-12-15 06:17:39.459459,Office Supplies,Paper,West,2325.71,6,0.2,727.96
ORD-10384,2024-12-16 04:10:48.648648,Office Supplies,Binders,East,110.26,1,0.5,17.61
ORD-10385,2024-12-17 02:03:57.837837,Technology,Laptops,West,2353.42,6,0.2,228.21
ORD-10386,2024-12-17 23:57:07.027027,Office Supplies,Paper,North,819.46,3,0.0,243.29
ORD-10387,2024-12-18 21:50:16.216216,Furniture,Tables,South,1705.41,5,0.3,518.33
ORD-10388,2024-12-19 19:43:25.405405,Furniture,Tables,South,1153.8,3,0.0,220.78
ORD-10389,2024-12-20 17:36:34.594594,Office Supplies,Paper,North,1646.22,8,0.2,512.83
ORD-10390,2024-12-21 15:29:43.783783,Furniture,Tables,West,333.96,5,0.1,24.78
ORD-10391,2024-12-22 13:22:52.972972,Technology,Accessories,West,336.62,2,0.1,90.45
ORD-10392,2024-12-23 11:16:02.162162,Technology,Accessories,West,1571.95,6,0.3,294.85
ORD-10393,2024-12-24 09:09:11.351351,Office Supplies,Art,East,72.55,1,0.1,8.7
ORD-10394,2024-12-25 07:02:20.540540,Office Supplies,Art,South,,9,0.0,906.6
ORD-10395,2024-12-26 04:55:29.729729,Office Supplies,Art,East,871.73,4,0.5,42.27
ORD-10396,2024-12-27 02:48:38.918918,Technology,Phones,South,1317.08,4,0.3,151.82
ORD-10397,2024-12-28 00:41:48.108108,Technology,Accessories,West,531.79,2,0.2,22.62
ORD-10398,2024-12-28 22:34:57.297297,Office Supplies,Art,South,1132.1,8,0.3,180.21
ORD-10399,2024-12-29 20:28:06.486486,Furniture,Bookcases,East,103.1,4,0.1,33.04
ORD-10400,2024-12-30 18:21:15.675675,Furniture,Chairs,East,999.6,3,0.2,287.36
ORD-10401,2024-12-31 16:14:24.864864,Technology,Accessories,South,1496.52,9,0.0,201.22
ORD-10402,2025-01-01 14:07:34.054054,Office Supplies,Binders,West,326.42,6,0.3,19.77
ORD-10403,2025-01-02 12:00:43.243243,Furniture,Chairs,West,245.01,1,0.0,72.86
ORD-10404,2025-01-03 09:53:52.432432,Technology,Accessories,North,271.58,9,0.3,79.05
ORD-10405,2025-01-04 07:47:01.621621,Furniture,Chairs,North,1344.92,6,0.5,395.42
ORD-10406,2025-01-05 05:40:10.810810,Furniture,Bookcases,East,295.21,2,0.5,10.4
ORD-10407,2025-01-06 03:33:20.000000,Technology,Accessories,West,374.03,1,0.0,120.77
ORD-10408,2025-01-07 01:26:29.189189,Office Supplies,Paper,South,1915.18,8,0.5,484.76
ORD-10409,2025-01-07 23:19:38.378378,Furniture,Tables,East,1156.63,9,0.3,205.68
ORD-10410,2025-01-08 21:12:47.567567,Technology,Accessories,South,1275.6,4,0.2,150.64
ORD-10411,2025-01-09 19:05:56.756756,Office Supplies,Binders,West,899.28,3,0.1,116.23
ORD-10412,2025-01-10 16:59:05.945945,Office Supplies,Art,North,149.1,1,0.0,7.59
ORD-10413,2025-01-11 14:52:15.135135,Technology,Laptops,South,969.49,8,0.1,329.04
ORD-10414,2025-01-12 12:45:24.324324,Technology,Phones,North,273.9,3,0.2,46.46
ORD-10415,2025-01-13 10:38:33.513513,Technology,Phones,North,2579.91,6,0.0,298.55
ORD-10416,2025-01-14 08:31:42.702702,Office Supplies,Paper,South,2836.69,7,0.0,327.79
ORD-10417,2025-01-15 06:24:51.891891,Furniture,Bookcases,South,947.55,9,0.5,118.27
ORD-10418,2025-01-16 04:18:01.081081,Technology,Phones,East,1035.63,7,0.5,251.63
ORD-10419,2025-01-17 02:11:10.270270,Furniture,Bookcases,East,165.71,1,0.2,24.72
ORD-10420,2025-01-18 00:04:19.459459,Technology,Phones,North,290.79,1,0.3,80.18
ORD-10421,2025-01-18 21:57:28.648648,Technology,Accessories,South,2551.04,7,0.0,589.64
ORD-10422,2025-01-19 19:50:37.837837,Furniture,Tables,South,571.88,4,0.3,85.91
ORD-10423,2025-01-20 17:43:47.027027,Office Supplies,Art,West,3044.52,8,0.0,521.44
ORD-10424,2025-01-21 15:36:56.216216,Office Supplies,Art,North,763.29,7,0.5,183.57
ORD-10425,2025-01-22 13:30:05.405405,Furniture,Bookcases,East,173.32,2,0.0,40.52
ORD-10426,2025-01-23 11:23:14.594594,Office Supplies,Binders,East,1812.71,5,0.2,377.01
ORD-10427,2025-01-24 09:16:23.783783,Furniture,Chairs,North,353.17,3,0.5,49.97
ORD-10428,2025-01-25 07:09:32.972972,Technology,Phones,South,123.7,1,0.0,33.24
ORD-10429,2025-01-26 05:02:42.162162,Technology,Laptops,West,1585.78,5,0.1,269.44
ORD-10430,2025-01-27 02:55:51.351351,Technology,Accessories,North,1517.73,5,0.3,172.92
ORD-10431,2025-01-28 00:49:00.540540,Office Supplies,Art,West,1633.48,9,0.2,362.98
ORD-10432,2025-01-28 22:42:09.729729,Furniture,Bookcases,North,2152.09,6,0.0,447.08
ORD-10433,2025-01-29 20:35:18.918918,Furniture,Chairs,East,165.97,4,0.0,25.52
ORD-10434,2025-01-30 18:28:28.108108,Office Supplies,Paper,South,521.14,2,0.2,82.39
ORD-10435,2025-01-31 16:21:37.297297,Office Supplies,Binders,East,34.3,1,0.5,-2.82
ORD-10436,2025-02-01 14:14:46.486486,Furniture,Chairs,East,361.2,4,0.1,68.68
ORD-10437,2025-02-02 12:07:55.675675,Office Supplies,Art,East,216.53,4,0.2,32.03
ORD-10438,2025-02-03 10:01:04.864864,Furniture,Bookcases,South,1148.95,6,0.5,147.15
ORD-10439,2025-02-04 07:54:14.054054,Technology,Laptops,North,1197.1,5,0.5,220.08
ORD-10440,2025-02-05 05:47:23.243243,Furniture,Tables,West,2215.47,9,0.5,504.13
ORD-10441,2025-02-06 03:40:32.432432,Furniture,Chairs,North,839.63,6,0.5,152.35
ORD-10442,2025-02-07 01:33:41.621621,Technology,Laptops,North,664.87,6,0.2,100.29
ORD-10443,2025-02-07 23:26:50.810810,Furniture,Chairs,East,184.5,1,0.3,16.23
ORD-10444,2025-02-08 21:20:00.000000,Office Supplies,Art,West,148.97,3,0.5,17.29
ORD-10445,2025-02-09 19:13:09.189189,Office Supplies,Binders,East,851.42,4,0.0,230.2
ORD-10446,2025-02-10 17:06:18.378378,Furniture,Tables,North,1271.67,8,0.5,332.39
ORD-10447,2025-02-11 14:59:27.567567,Technology,Phones,North,1457.06,4,0.2,466.39
ORD-10448,2025-02-12 12:52:36.756756,Office Supplies,Binders,North,397.02,6,0.2,81.28
ORD-10449,2025-02-13 10:45:45.945945,Technology,Phones,West,878.6,4,0.1,290.76
ORD-10450,2025-02-14 08:38:55.135135,Technology,Accessories,East,1564.21,4,0.1,306.81
ORD-10451,2025-02-15 06:32:04.324324,Office Supplies,Paper,South,1483.44,8,0.2,297.71
ORD-10452,2025-02-16 04:25:13.513513,Technology,Accessories,South,348.38,1,0.2,56.02
ORD-10453,2025-02-17 02:18:22.702702,Office Supplies,Art,East,1302.92,4,0.2,139.51
ORD-10454,2025-02-18 00:11:31.891891,Technology,Phones,North,341.24,1,0.2,44.99
ORD-10455,2025-02-18 22:04:41.081081,Office Supplies,Art,North,102.12,7,0.5,-3.96
ORD-10456,2025-02-19 19:57:50.270270,Office Supplies,Binders,South,864.83,5,0.1,127.74
ORD-10457,2025-02-20 17:50:59.459459,Office Supplies,Binders,North,1347.18,3,0.1,400.19
ORD-10458,2025-02-21 15:44:08.648648,Office Supplies,Binders,East,1122.53,3,0.0,269.26
ORD-10459,2025-02-22 13:37:17.837837,Office Supplies,Paper,North,2630.9,8,0.3,645.31
ORD-10460,2025-02-23 11:30:27.027027,Office Supplies,Paper,West,943.59,3,0.0,251.89
ORD-10461,2025-02-24 09:23:36.216216,Furniture,Tables,East,801.34,6,0.2,188.02
ORD-10462,2025-02-25 07:16:45.405405,Technology,Phones,West,36.68,2,0.2,3.58
ORD-10463,2025-02-26 05:09:54.594594,Furniture,Chairs,East,561.91,2,0.3,46.57
ORD-10464,2025-02-27 03:03:03.783783,Furniture,Chairs,West,247.81,2,0.2,10.03
ORD-10465,2025-02-28 00:56:12.972972,Office Supplies,Paper,East,141.76,1,0.5,-1.48
ORD-10466,2025-02-28 22:49:22.162162,Office Supplies,Paper,East,3461.52,9,0.0,920.55
ORD-10467,2025-03-01 20:42:31.351351,Furniture,Tables,South,895.71,4,0.3,209.98
ORD-10468,2025-03-02 18:35:40.540540,Furniture,Tables,South,463.49,4,0.3,37.04
ORD-10469,2025-03-03 16:28:49.729729,Office Supplies,Binders,West,605.68,7,0.1,52.6
ORD-10470,2025-03-04 14:21:58.918918,Furniture,Bookcases,East,3414.15,9,0.0,170.85
ORD-10471,2025-03-05 12:15:08.108108,Furniture,Chairs,South,305.12,2,0.0,20.99
ORD-10472,2025-03-06 10:08:17.297297,Furniture,Chairs,South,1178.54,5,0.5,378.05
ORD-10473,2025-03-07 08:01:26.486486,Technology,Phones,East,786.22,3,0.1,111.22
ORD-10474,2025-03-08 05:54:35.675675,Furniture,Bookcases,East,959.22,3,0.3,236.24
ORD-10475,2025-03-09 03:47:44.864864,Technology,Laptops,East,466.48,1,0.0,121.82
ORD-10476,2025-03-10 01:40:54.054054,Furniture,Bookcases,East,905.66,5,0.5,84.95
ORD-10477,2025-03-10 23:34:03.243243,Office Supplies,Paper,West,733.79,9,0.5,131.34
ORD-10478,2025-03-11 21:27:12.432432,Office Supplies,Paper,South,134.98,1,0.3,35.81
ORD-10479,2025-03-12 19:20:21.621621,Office Supplies,Art,West,519.24,2,0.2,79.57
ORD-10480,2025-03-13 17:13:30.810810,Office Supplies,Paper,North,398.99,2,0.3,115.73
ORD-10481,2025-03-14 15:06:40.000000,Technology,Phones,South,2654.85,6,0.0,766.91
ORD-10482,2025-03-15 12:59:49.189189,Office Supplies,Paper,North,293.26,2,0.3,73.64
ORD-10483,2025-03-16 10:52:58.378378,Furniture,Chairs,West,1957.71,8,0.0,620.72
ORD-10484,2025-03-17 08:46:07.567567,Office Supplies,Art,North,3363.03,9,0.1,714.8
ORD-10485,2025-03-18 06:39:16.756756,Office Supplies,Paper,South,2057.91,5,0.1,112.83
ORD-10486,2025-03-19 04:32:25.945945,Furniture,Tables,East,3360.39,9,0.0,1081.44
ORD-10487,2025-03-20 02:25:35.135135,Technology,Accessories,North,143.98,4,0.1,34.46
ORD-10488,2025-03-21 00:18:44.324324,Office Supplies,Art,North,465.52,8,0.3,34.81
ORD-10489,2025-03-21 22:11:53.513513,Technology,Laptops,East,349.65,9,0.5,43.34
ORD-10490,2025-03-22 20:05:02.702702,Office Supplies,Binders,East,918.66,4,0.3,40.31
ORD-10491,2025-03-23 17:58:11.891891,Office Supplies,Paper,West,2475.44,7,0.2,137.29
ORD-10492,2025-03-24 15:51:21.081081,Office Supplies,Paper,East,718.87,9,0.5,111.78
ORD-10493,2025-03-25 13:44:30.270270,Office Supplies,Paper,North,309.58,2,0.5,74.9
ORD-10494,2025-03-26 11:37:39.459459,Office Supplies,Binders,West,1890.03,8,0.5,385.43
ORD-10495,2025-03-27 09:30:48.648648,Furniture,Bookcases,East,938.53,6,0.2,247.23
ORD-10496,2025-03-28 07:23:57.837837,Office Supplies,Binders,North,1777.66,9,0.5,226.2
ORD-10497,2025-03-29 05:17:07.027027,Technology,Phones,West,2548.46,8,0.3,612.88
ORD-10498,2025-03-30 03:10:16.216216,Technology,Phones,East,509.39,4,0.3,101.81
ORD-10499,2025-03-31 01:03:25.405405,Office Supplies,Paper,South,632.24,2,0.1,31.1
ORD-10500,2025-03-31 22:56:34.594594,Technology,Accessories,West,1053.64,6,0.2,289.26
ORD-10501,2025-04-01 20:49:43.783783,Technology,Laptops,North,1431.16,5,0.1,304.35
ORD-10502,2025-04-02 18:42:52.972972,Furniture,Chairs,East,149.34,3,0.5,19.03
ORD-10503,2025-04-03 16:36:02.162162,Technology,Accessories,West,68.61,1,0.2,15.76
ORD-10504,2025-04-04 14:29:11.351351,Office Supplies,Art,West,303.53,6,0.3,95.81
ORD-10505,2025-04-05 12:22:20.540540,Office Supplies,Binders,South,563.29,9,0.5,92.01
ORD-10506,2025-04-06 10:15:29.729729,Office Supplies,Art,East,1721.11,6,0.1,91.38
ORD-10507,2025-04-07 08:08:38.918918,Office Supplies,Paper,East,568.3,2,0.2,113.32
ORD-10508,2025-04-08 06:01:48.108108,Furniture,Tables,East,546.57,8,0.3,61.89
ORD-10509,2025-04-09 03:54:57.297297,Technology,Accessories,East,88.29,1,0.1,22.85
ORD-10510,2025-04-10 01:48:06.486486,Furniture,Chairs,North,535.85,4,0.3,57.55
ORD-10511,2025-04-10 23:41:15.675675,Office Supplies,Paper,West,2733.19,8,0.2,340.78
ORD-10512,2025-04-11 21:34:24.864864,Office Supplies,Paper,North,674.14,3,0.5,47.67
ORD-10513,2025-04-12 19:27:34.054054,Technology,Laptops,West,2583.7,7,0.2,508.61
ORD-10514,2025-04-13 17:20:43.243243,Technology,Phones,East,227.51,1,0.3,56.86
ORD-10515,2025-04-14 15:13:52.432432,Office Supplies,Art,North,2079.13,7,0.0,595.18
ORD-10516,2025-04-15 13:07:01.621621,Technology,Phones,East,603.33,2,0.1,191.47
ORD-10517,2025-04-16 11:00:10.810810,Furniture,Chairs,West,106.27,4,0.2,8.35
ORD-10518,2025-04-17 08:53:20.000000,Technology,Phones,South,93.7,1,0.1,21.79
ORD-10519,2025-04-18 06:46:29.189189,Technology,Phones,West,1460.79,5,0.2,256.39
ORD-10520,2025-04-19 04:39:38.378378,Furniture,Bookcases,East,2829.74,7,0.1,897.2
ORD-10521,2025-04-20 02:32:47.567567,Technology,Laptops,West,1566.44,7,0.1,172.51
ORD-10522,2025-04-21 00:25:56.756756,Technology,Phones,West,640.55,3,0.3,148.25
ORD-10523,2025-04-21 22:19:05.945945,Office Supplies,Binders,East,631.97,3,0.2,45.62
ORD-10524,2025-04-22 20:12:15.135135,Office Supplies,Art,North,1270.57,4,0.1,375.91
ORD-10525,2025-04-23 18:05:24.324324,Furniture,Chairs,North,204.79,7,0.3,30.36
ORD-10526,2025-04-24 15:58:33.513513,Technology,Accessories,South,1937.31,5,0.0,440.02
ORD-10527,2025-04-25 13:51:42.702702,Furniture,Tables,North,2191.85,9,0.5,299.45
ORD-10528,2025-04-26 11:44:51.891891,Office Supplies,Art,South,1549.07,4,0.2,381.59
ORD-10529,2025-04-27 09:38:01.081081,Office Supplies,Paper,North,1094.18,7,0.5,278.63
ORD-10530,2025-04-28 07:31:10.270270,Office Supplies,Art,South,1425.97,9,0.2,494.89
ORD-10531,2025-04-29 05:24:19.459459,Office Supplies,Binders,North,1821.04,6,0.0,299.03
ORD-10532,2025-04-30 03:17:28.648648,Office Supplies,Art,South,789.41,2,0.0,103.14
ORD-10533,2025-05-01 01:10:37.837837,Furniture,Tables,North,216.12,1,0.3,45.79
ORD-10534,2025-05-01 23:03:47.027027,Office Supplies,Paper,North,2368.51,6,0.0,240.7
ORD-10535,2025-05-02 20:56:56.216216,Technology,Phones,East,616.52,8,0.2,175.44
ORD-10536,2025-05-03 18:50:05.405405,Office Supplies,Art,South,2997.58,7,0.0,396.34
ORD-10537,2025-05-04 16:43:14.594594,Office Supplies,Paper,North,1170.31,9,0.3,396.07
ORD-10538,2025-05-05 14:36:23.783783,Office Supplies,Paper,East,184.49,1,0.5,51.64
ORD-10539,2025-05-06 12:29:32.972972,Technology,Phones,East,1112.66,4,0.3,177.93
ORD-10540,2025-05-07 10:22:42.162162,Office Supplies,Art,West,68.8,3,0.1,14.15
ORD-10541,2025-05-08 08:15:51.351351,Furniture,Chairs,East,576.62,4,0.5,160.18
ORD-10542,2025-05-09 06:09:00.540540,Technology,Phones,North,358.41,8,0.0,51.13
ORD-10543,2025-05-10 04:02:09.729729,Furniture,Chairs,West,1145.24,3,0.2,355.38
ORD-10544,2025-05-11 01:55:18.918918,Technology,Accessories,West,962.89,7,0.2,189.02
ORD-10545,2025-05-11 23:48:28.108108,Office Supplies,Binders,West,,7,0.2,389.08
ORD-10546,2025-05-12 21:41:37.297297,Technology,Phones,West,669.01,5,0.2,112.07
ORD-10547,2025-05-13 19:34:46.486486,Furniture,Chairs,North,1986.45,9,0.5,130.06
ORD-10548,2025-05-14 17:27:55.675675,Office Supplies,Paper,South,364.36,2,0.2,88.28
ORD-10549,2025-05-15 15:21:04.864864,Office Supplies,Binders,South,1656.67,7,0.5,462.91
ORD-10550,2025-05-16 13:14:14.054054,Office Supplies,Art,East,772.8,7,0.5,52.14
ORD-10551,2025-05-17 11:07:23.243243,Technology,Laptops,East,3973.67,9,0.1,733.27
ORD-10552,2025-05-18 09:00:32.432432,Furniture,Chairs,South,1188.33,6,0.3,197.3
ORD-10553,2025-05-19 06:53:41.621621,Technology,Laptops,South,713.31,4,0.2,142.88
ORD-10554,2025-05-20 04:46:50.810810,Office Supplies,Art,East,453.35,2,0.1,59.76
ORD-10555,2025-05-21 02:40:00.000000,Furniture,Tables,South,199.33,7,0.5,55.31
ORD-10556,2025-05-22 00:33:09.189189,Office Supplies,Paper,South,861.12,4,0.3,60.85
ORD-10557,2025-05-22 22:26:18.378378,Furniture,Tables,North,,2,0.2,140.74
ORD-10558,2025-05-23 20:19:27.567567,Technology,Laptops,North,503.18,4,0.1,153.9
ORD-10559,2025-05-24 18:12:36.756756,Technology,Accessories,South,679.09,9,0.2,180.01
ORD-10560,2025-05-25 16:05:45.945945,Technology,Accessories,West,1920.59,6,0.0,125.12
ORD-10561,2025-05-26 13:58:55.135135,Technology,Phones,North,1877.63,4,0.0,347.5
ORD-10562,2025-05-27 11:52:04.324324,Technology,Laptops,West,3427.15,9,0.1,929.58
ORD-10563,2025-05-28 09:45:13.513513,Furniture,Tables,North,677.8,2,0.1,50.72
ORD-10564,2025-05-29 07:38:22.702702,Office Supplies,Paper,East,1438.48,9,0.3,253.39
ORD-10565,2025-05-30 05:31:31.891891,Technology,Accessories,South,908.81,3,0.0,194.54
